"age1"	"age2"	"moves"	"buildings1"	"buildings2"	"buildings3"	"chihousbirths"	"areasocial"	"benefits"	"deaths"	"trucks"
"80"	0.893470700611743	-0.61808182834719	0.515178630847398	103	262	347	-0.0523051564565633	0.248573548745188	0.502219030339139	33	86
"81"	3.1005166368821	-1.57399234222494	0.147880524656984	102	92	938	0.432669298343289	1.10428410751224	0.779347136100363	24	53
"82"	-1.53922645278036	-0.619563196178335	0.638220978232498	41	106	214	-1.24157603848568	-1.11748063943205	1.06431613905139	9	40
"83"	5.09704115326978	-2.09312062289587	-0.151455622166666	190	468	685	1.49650552344374	2.22476038470418	-0.134079039642956	61	118
"84"	0.380194152548704	-0.120594619672516	0.465154989065971	80	336	260	-0.283459075896852	-0.100848963285663	0.598093149223814	35	40
"85"	-0.18361817440918	-0.343828760695744	0.540358517943135	138	104	301	-0.99166640829446	-0.466127772630623	0.987045108165462	21	43
"86"	0.947879499285146	-0.371384699976755	0.24914873887267	10	55	367	0.607133332295547	0.156134467796655	0.0345989000850199	42	26
"87"	1.63298411378842	0.157828445038976	0.0833243192165428	226	223	335	0.442176043046519	0.632411160242923	0.201850978963525	26	153
"88"	1.57206145533668	-0.196250754047558	0.0712484517330248	160	132	505	-0.0407381124744806	0.622169341530673	0.207066351218412	76	55
"89"	-1.22523239174912	-0.138178771256413	0.576121468967553	50	135	242	-1.07217558953906	-0.818984913296396	0.84109906298768	16	26
"90"	1.52164171462433	-0.994173501596506	0.344440818840279	134	87	719	0.135001475207458	0.327116674314115	0.749438128613538	37	49
"91"	0.0949255432553944	-0.734083686657688	0.321460589887861	58	147	462	-0.6304311426223	-0.313851207130098	0.980008922378918	31	30
"92"	1.42037313802783	-0.954526647521964	0.40008470756118	62	302	280	0.365798521086632	0.632485560789209	-0.20564751878586	105	66
"93"	2.11189424855869	-1.45622892350627	0.360708389216477	59	231	692	0.217576422571406	0.636800068357073	0.723742305637246	24	46
"94"	-2.79269344393611	0.0256568917231965	0.791148991670367	11	22	74	-1.68387092503196	-1.59058403780834	1.01688365207724	6	10
"95"	-2.70275411304845	-0.372586869073078	0.830782348047245	3	190	50	-1.91903812656131	-1.66609352617725	1.12287098355657	9	41
"96"	3.55167746893504	0.0249837361388014	-0.827723881358581	313	737	165	1.89895888923723	2.53094501239516	-2.44299797406293	101	108
"97"	-0.681393120071905	0.877024579377698	-0.398904601475617	176	99	80	0.985414328524843	0.0602498569808242	-1.07133063283192	52	85
"98"	-0.634770456732748	0.711202556814637	-0.222660226675282	104	234	36	-0.134921234364089	0.00234300459234749	-0.94749533275813	40	63
"99"	1.9725579614924	1.01736818559067	-0.781891942469834	185	396	71	0.666537557848486	1.68423561255222	-1.46932315304883	70	92
"100"	-1.49189820382677	0.45730494606145	0.241407928167749	43	38	51	0.455505522139271	-0.490928788994853	-2.30877367263147	29	19
"101"	0.0149246683628146	-0.722611858113853	0.563531525419684	75	120	414	-0.917211662727967	-0.49178589504245	1.02423736977891	19	31
"102"	5.54070841353431	-1.92824989933174	-0.372103391808954	99	336	1137	1.7411976547766	2.10748638955237	0.206311231814137	53	190
"103"	-2.16257477930653	-0.401976950114074	0.64784014954052	66	96	135	-1.68182977144291	-1.42082402168694	1.14027440746987	10	34
"104"	-2.85529440530543	-0.0553166911322506	0.830332531490938	30	81	62	-1.90454980384753	-1.72788934341635	1.18192692193393	3	15
"105"	0.575434718268614	-0.640686582531572	0.311712899563751	60	220	271	-0.262334710869088	0.108541132868113	0.469924609065456	37	54
"106"	1.20250908084841	-1.51749610458199	0.500082566485819	22	178	555	-0.476306337456315	0.121758947635406	0.739571984358965	34	22
"107"	0.2176624041529	-0.917178282393682	0.462505514366344	30	217	371	-0.725929470457284	-0.268560240600711	0.960721178550943	19	38
"108"	-2.19874098385799	-0.242252878288847	0.641513048012564	65	177	52	-1.4837261923529	-1.30500687554119	1.11338587760014	8	29
"109"	-3.01094393705848	-0.0164292743725473	0.804510049314762	17	69	24	-1.9421444565803	-1.7642431661844	1.16779104397781	3	2
"110"	0.7041977749835	-0.319328126752709	-0.201686877342054	68	243	266	0.00366616940735455	0.384162918009064	0.379646900733817	42	56
"111"	-1.91416898173969	0.236909146332835	0.429970373613948	40	74	102	-1.35282089120735	-1.01752300824788	0.862334633113361	46	15
"112"	-3.30780157954192	0.0378230557856218	0.863446007815728	7	44	7	-2.01380189449726	-1.91004934830646	1.13185499564082	2	26
"113"	0.0169245865498743	-0.732825524289162	0.531060644175332	67	137	434	-0.899138711297809	-0.395467195800001	1.01782929063059	22	38
"114"	-2.36432080714265	-0.369385933796741	0.827490278267179	11	179	58	-1.78922168335824	-1.48336825329372	1.15629460534066	9	12
"115"	-0.151181424190533	-0.867639384666173	0.592774596392014	21	256	226	-0.806479655199435	-0.467575383376103	0.74422275635865	76	40
"116"	1.12458020049699	-0.458196299138576	-0.973874976712187	136	260	358	0.230869140771281	0.525533567529575	0.539474798335612	66	45
"117"	-0.903795990995242	0.791979927050955	-2.13152194812186	49	31	265	-0.655725152063476	-0.196251999063008	0.933077529276945	8	54
"118"	-3.46990189931142	0.0830462199513609	0.898951920807971	2	25	8	-2.10407192639317	-2.04549400337878	1.23005102192933	0	7
"119"	2.01300443844544	0.827273091643175	-0.596557307295658	180	405	129	0.987695381920066	1.53225351849826	-0.723572729289128	61	55
"120"	2.24963138247437	-0.599889562150174	-0.044695680027593	100	587	283	0.596576548322028	1.32944291208468	-0.0478170394807569	51	82
"121"	-2.5256419349442	-0.584131301253421	0.827554537775223	6	23	103	-1.80386514416055	-1.5002488045858	1.07989874943303	12	4
"122"	-0.838031868663341	-0.283661821531979	0.580505950384364	26	197	240	-1.16508997582133	-0.733743289330057	0.888157468855702	22	31
"123"	-2.48033953519773	-0.300792300447685	0.739953843874321	19	85	93	-1.73699655172924	-1.63548834837492	1.15246245912827	3	40
"124"	-2.71721634057891	-0.0732744112066559	0.723429235465948	67	41	65	-1.69585704954183	-1.68573135921019	1.15629460534066	2	14
"125"	-3.30461614357789	0.0375336964359313	0.882555831415685	34	27	8	-2.10460295668658	-1.96449937630068	1.19863873282597	1	7
"126"	-1.91494790285263	-0.332550263460875	0.751515635293488	4	12	201	-0.90119804998713	-1.23065201274066	0.692450072107918	10	7
"127"	-2.48812091540335	-0.379989598184944	0.79792590975463	19	43	138	-1.8593076245564	-1.53073433532778	1.17809477572154	40	23
"128"	0.138357548347314	-1.08683239432606	0.533774378383004	36	321	243	-0.731697408945148	-0.234007356698832	0.990185641356596	19	26
"129"	-0.385123174746861	-0.918501953001871	0.321653368411993	52	119	320	-0.958860601047349	-0.599785993882119	0.992069961271276	11	28
"130"	-2.43586803447722	-0.321728665572541	0.771910649054322	6	26	129	-1.36262152112038	-1.43033326203121	0.932696490978798	8	2
"131"	-2.40019594728497	0.131895261394702	0.700513266021574	12	72	98	-1.73751678494193	-1.53989156424755	1.10308214585642	9	11
"132"	-3.15088182024514	0.0549718523732208	0.863124710275509	22	31	29	-1.95947205103069	-1.87934511037938	1.21660675699447	3	23
"133"	-3.50397285983533	-0.105458949229978	0.772617503642805	1	9	9	-2.17220610901693	-2.00100622811926	1.22678347597214	135	0
"134"	3.40146036783967	-2.24455481141081	-0.0376468890413248	72	332	797	0.497036916806504	1.05858556606699	0.851593313880481	62	36
"135"	-0.680381285242454	-0.00129883367064329	0.294916418253373	36	145	201	-0.585167369169723	-0.701742691311036	0.286779345082209	22	56
"136"	2.17967155602699	0.807091236653781	-0.27623297626895	164	335	239	1.88522588704044	1.19281058860034	-1.73797529779	42	75
"137"	0.21172952537568	-0.17193625526209	0.360708389216477	55	285	193	-0.0937915686678676	0.0400674041672089	0.456480344130596	25	46
"138"	-2.20961260354518	0.105174272176641	0.657459320848543	22	189	33	-1.57079185738804	-1.28519817533969	0.846314435242568	13	25
"139"	2.74995238282147	-0.0365144741286315	-0.0659903269010407	84	334	412	1.190577009415	1.25879603945208	-0.104304002114199	91	61
"140"	3.62306184011636	0.791424251443566	-0.709080850260122	175	158	495	2.14279904406494	2.00775489690058	-0.97110935947865	126	121
"141"	4.52791243954883	1.64593749234615	-0.979495223651661	230	297	417	2.78922939062836	2.45452735318557	-1.93618120670665	70	141
"142"	-1.64609835318275	0.284315593958097	0.370070522492323	58	55	73	-1.09239084724317	-1.06042762842472	0.15000783113775	22	38
"143"	-2.92593511383917	0.247629150748634	0.70044900651353	37	39	14	-1.83911055195258	-1.75122685888733	1.01945958501317	8	11
"144"	0.0995216341413869	0.600954927066539	0.185378482398585	55	446	84	0.692394988825251	0.137042340390172	-0.771075679838322	43	155
"145"	2.18403201204589	0.685719766636113	-0.201172801277703	217	294	264	1.38611181368372	1.28405162288242	-1.00177348636975	57	162
"146"	1.50342310696516	-0.562552230259144	-0.394890842237239	95	335	454	0.458371591231531	0.623896749104105	0.354452171629702	33	134
"147"	-0.353494045937861	0.0522253153480942	0.351603293972805	30	315	140	-0.63731512710062	-0.412966767419042	0.63295654624141	22	23
"148"	-1.22597087788887	0.407723082069616	0.673534112700609	18	260	182	-0.510391550345459	-0.778527436987413	0.830103718222702	11	103
"149"	2.32542190154258	1.1541398463389	-0.0108605142444908	84	472	332	3.37479417055263	1.37285457485488	-1.3901608450562	56	57
"150"	-1.55652545198625	0.320032809612152	0.641962864568871	5	351	87	-0.148240749919616	-0.757885027768647	-0.0107587478253764	32	11
"151"	-1.96359595608143	-0.00220341114023598	0.68683091083696	26	151	92	-1.44735735055087	-1.24255442089792	0.751131929379145	13	28
"152"	-0.622958482899299	0.593945388291891	0.459727520650628	99	111	129	-0.179671202033995	-0.486322042949144	0.322722350611222	63	37
"153"	-0.305130228766409	0.449028132524859	0.365028611125244	48	115	245	0.321647775255658	-0.148032645644727	0.186141355815836	35	23
"154"	2.41278356343744	-0.104825233585526	0.275178834442807	12	406	276	1.56524290686482	1.11375484726759	-0.572291256282428	63	15
"155"	-2.22859398402655	-0.0608507266691832	0.824390987011245	16	6	159	-1.48547442132168	-1.36392381600882	1.00362990629146	17	11
"156"	0.0467177590648364	0.459508171744584	0.261224606356188	131	143	168	0.353649870468682	-0.0704565874805225	0.0185221530232216	35	52
"157"	-0.663385288951107	0.1463771046516	0.507437820142477	8	20	271	0.222102549853613	-0.421237750517154	0.016129782044345	27	4
"158"	1.58844607804852	0.638138505861092	0.352117370037156	72	551	270	1.1487720994636	0.531693921331156	0.269954435808153	81	216
"159"	3.94238156842081	0.650072696280569	-0.18379798439493	131	338	475	2.42642140400158	1.80322599861988	-1.28586731434247	65	151
"160"	-3.3127411575124	0.111680617455943	0.898759142283839	21	28	15	-1.97800386225036	-1.95229188046293	1.17489073614738	4	2
"161"	0.542793283522092	-0.393837567150037	0.53371011887496	41	204	439	-0.380336167925738	-0.226412125929205	0.800265174310921	29	43
"162"	0.574990136831952	0.135601287213986	-0.101753277925458	150	240	179	0.532692792870949	0.335161144087934	-0.284675856820423	100	144
"163"	-0.808545427621016	0.49115556528834	0.514407516750871	435	149	191	0.22192279923479	-0.285790570348575	-0.178060418702868	38	29
"164"	3.15092847236186	0.146542814046851	0.00863486640372914	188	523	276	1.93726567416409	1.58474338126031	-1.46599905790064	64	59
"165"	2.62188864747844	0.821341138903309	-0.347180542745391	248	312	341	1.78269800948352	1.54185791589768	-1.08501500891485	64	200
"166"	-3.25767551396723	0.0652166395749116	0.898759142283839	30	14	29	-1.88119675590003	-1.91386902408046	1.19599929350701	2	37
"167"	-3.49115215872035	0.0650197775713715	0.889075711467773	17	20	3	-2.08771481268961	-2.02475758422779	1.20887895818667	2	3
"168"	-3.4821243709682	0.0911493507081071	0.85641205169929	23	8	4	-2.09454481176431	-2.01146400519903	1.22364294278101	1	8
"169"	-3.56370383946369	0.0832752237701684	0.928194991780301	10	6	1	-2.1890942530139	-2.08718910565985	1.23903503401358	2	4
"170"	3.31902005930076	0.659638063994142	-0.250939405026954	99	409	327	3.10905478424382	1.98889559555905	-3.10470216387427	97	53
