"age1"	"age2"	"moves"	"buildings1"	"buildings2"	"buildings3"	"chihousbirths"	"areasocial"	"benefits"	"deaths"	"trucks"
"1"	-0.953381612859197	0.328673357551663	-0.822568285845244	30	209	72	-1.04280145774515	-0.211443621983349	-0.261054872907885	26	249
"2"	-2.95008951306147	0.0666753040909718	0.569922886455684	7	53	18	-1.90613209764705	-1.66739292721432	0.863964927495943	57	450
"3"	-0.631195714404085	0.550891789533765	-0.898607188326978	31	237	49	-0.987533524773923	0.455935269306892	0.159443345095189	33	80
"4"	-1.91647432335838	0.2576202403494	-1.00771014249529	4	120	33	-1.44104758468886	-0.836004042741726	0.360225186947774	39	86
"5"	3.1473688354712	0.588555001997691	-1.75019051946696	283	337	54	1.26752958353471	3.1249300805474	-0.222091389761768	112	140
"6"	-1.13014882621942	0.0771810230864371	0.130505707774211	38	202	21	-0.999316119678173	-0.148249974856499	0.663493660366462	26	40
"7"	1.11191054357629	-0.159473492129032	-0.336019143244317	94	426	22	0.0660989901606309	1.29644639901442	-0.338826997665994	78	33
"8"	-0.00131916194028134	0.793697903390231	-0.762396561821615	91	279	19	-0.134186674465049	0.878216161678522	-0.17780639317077	42	51
"9"	1.24074321106806	1.22405202451909	-1.64614431153555	259	188	83	2.20325138770911	1.92043959668004	-2.56928219430661	41	46
"10"	-2.62858603404672	0.72728366692866	0.030700627373703	103	38	7	-0.747102227002147	-1.27782015122756	0.182556277943531	9	41
"11"	0.167602934040343	0.738156811298624	-0.0169948372483156	69	115	191	1.06618718856243	0.532547246863438	-0.952019091991766	36	141
"12"	0.959308238276895	0.139202963566137	-0.637876245751506	57	274	312	1.53301909694589	0.819938889750599	-1.49892854300457	30	63
"13"	4.09682463917468	0.561697779003063	-0.248932525407765	480	978	139	1.68023915701561	2.14224075240817	-0.734441061288057	79	436
"14"	1.91981851988384	1.42945235024597	-1.90823953864978	117	415	37	3.08429110815282	2.14781364958607	-3.95935514719526	102	295
"15"	-0.656902764385394	1.07944151588445	-0.817397855462077	82	269	37	1.09557771132358	0.531626194059284	-1.76177984365959	38	298
"16"	0.00894741741214458	0.937976695681165	-2.45293869078532	51	263	56	1.70900610905382	0.912607918263137	-2.42074630180886	56	143
"17"	1.16494095634932	1.53730150491938	-2.24105988397665	82	260	147	4.04044397504555	1.93103802243759	-5.1701706398492	66	113
"18"	-1.1812332232152	1.03501681199337	-0.872977484674934	107	116	42	1.60990727927357	-0.0165534663837611	-2.75631615369325	29	73
"19"	2.35586977491172	1.73378408972274	-2.13707793555329	102	380	97	4.63622152024227	2.41122719931909	-4.23077374402144	150	127
"20"	-0.709512679804777	1.45982234589069	-1.17342087800516	121	213	18	2.38073618599097	0.265763545359073	-2.31540099135179	35	291
"21"	1.21772669629198	1.37962445469258	-2.12158147927362	189	298	58	4.1339614350791	1.76255624329165	-4.43395491404492	65	94
"22"	-1.49760055308783	0.87701678684538	-4.35855284706132	154	157	29	1.56515936938298	-0.114001954913776	-2.04286710839925	29	39
"23"	3.96564881652113	0.296598008323928	-1.78595347049137	147	615	70	2.10937596647888	3.60295793813119	-1.58484518248357	84	175
"24"	2.02033917204572	0.596329623222761	-1.03319649226142	90	448	67	1.50563843372139	2.32232059873016	-2.89420991095609	101	116
"25"	6.3417752290168	0.687035653502908	-0.888073549036513	99	539	295	2.73502435178746	4.08158443144042	-1.5952054634183	133	220
"26"	0.819509434513981	-0.536196205966876	-0.0156453875793947	8	450	87	-0.337535774004878	0.450750359046148	0.50492197604112	94	320
"27"	4.75411300217055	-1.66409806348935	-0.24144875273502	9	637	424	2.00571957876377	2.32685445188627	-0.610866743938379	102	121
"28"	1.61992347708684	-1.16809265244986	-0.0390111735800752	19	382	141	-0.353772325687435	0.959133137802043	0.494053644042191	51	103
"29"	-0.508767287267673	-1.25094380041448	0.576121468967553	55	359	155	-1.17217408084411	-0.455746676084845	1.0883816676451	19	23
"30"	3.93102999232376	0.138200993226147	-1.5350987372561	111	509	44	1.08026928560847	3.5058847426308	-0.575424832281544	58	114
"31"	1.34673519362474	-0.392834279467776	-0.881761282378386	26	448	65	-0.236035771659584	1.46983009533292	0.111072176759707	55	125
"32"	3.65158707260701	-0.205940097871502	0.0667354513001257	88	272	710	1.13551479087475	1.36712360556299	0.414079667454278	47	99
"33"	0.971822073395668	-0.488358272591287	0.229925231126455	32	264	339	-0.193081463886019	0.277600506232167	0.529171066591885	28	32
"34"	-0.488019661097358	0.519384765811344	0.325523773764454	44	244	168	0.404565390038826	-0.219523367569545	-0.369992218429273	35	40
"35"	0.181062643743855	0.235415404032845	-0.0625054785968433	63	268	165	0.421183037120479	0.0707913740345061	-0.261301941247964	75	96
"36"	6.98730147141056	0.846774691509631	-1.02086358674572	103	920	692	6.46464648118434	3.89002681053495	-3.52843314187443	118	106
"37"	-1.9527299280709	0.143006513526676	0.580184652844145	5	214	99	-0.934915149383254	-1.13400396666293	0.287033370614307	17	16
"38"	-2.99520855583946	-0.0287330837782518	0.81438625865496	46	59	13	-1.91812901923765	-1.84156484092746	1.2012146657619	0	21
"39"	1.48142730298146	0.717209509232752	-0.197366655433286	127	551	299	2.29410739589159	0.828457712678798	-1.30565615204263	54	265
"40"	-2.50118198236701	-0.167550303451382	0.715945462793202	74	57	90	-1.63067531265612	-1.50151098184024	1.01506283854559	11	95
"41"	1.76254975594834	0.468180392472402	-0.204721909089944	306	302	271	1.97623690626541	0.763847888826389	-0.496897588119158	118	59
"42"	-2.79711296388682	0.103386195596914	0.833174784714697	42	26	62	-1.81082868716232	-1.65811008476914	1.17815828210457	6	18
"43"	-1.49604932158932	0.273179082150138	0.654167251068477	68	106	142	-1.25224599646064	-1.08299206282049	0.790526042822396	12	63
"44"	-0.556298661521446	-0.544438199122458	0.580891507432628	24	317	208	-0.499019423713626	-0.755277564559933	0.666881261897675	30	30
"45"	-2.10831929113842	0.0233540544856891	0.778044972058147	29	142	98	-1.48006078087726	-1.32126468726815	0.851466301114432	15	65
"46"	-2.38642327736149	-0.0904150821609275	0.830589569523113	30	163	60	-1.47358726467136	-1.45991717265263	1.10502997215412	14	10
"47"	-0.232114361187262	-0.0994805564322652	0.441067513606979	60	82	398	-0.494088422045523	-0.335729979772826	0.488330220723107	46	33
"48"	-3.09534666679236	0.119364566491206	0.81438625865496	72	17	16	-1.76091822440654	-1.76326050075946	1.06117560586026	6	22
"49"	0.100821715142014	0.349357959053928	0.507887636698784	154	139	418	-0.001974652583457	-0.464214754863803	0.742966543082197	31	26
"50"	-0.181609103333375	-0.00853386346517047	0.00722115722676443	18	211	164	0.428821951423468	-0.107282007456291	-0.610937207513422	41	32
"51"	-1.81924276472921	0.0406453652510715	0.624538623047884	96	65	129	-1.49771587601544	-1.28848940647925	1.08184657573074	14	47
"52"	0.34620577477445	-1.06596704059053	0.596195185188168	13	918	127	-0.66308618143159	-0.235687739361199	0.498887977998932	39	24
"53"	-0.0259619159107599	0.403729934505326	0.416866354001728	225	213	82	0.81500117109803	-0.236178043940481	-0.318918104391811	37	43
"54"	-1.57528822676346	-0.00184538445008464	0.729499298961729	9	136	221	-1.35393134331128	-1.04752724182076	0.936846169106306	17	18
"55"	7.79815263732431	1.15346781207766	-1.31592893629882	0	16	595	8.76677762554304	5.12975123730735	-7.61648919485186	119	49
"56"	-0.0441667384583952	-0.313456596051629	0.454828963169466	70	125	295	-0.403914339640313	-0.0710064811750412	0.594698590500582	33	21
"57"	-2.10921325244299	0.0195182191041439	0.598394843331488	58	60	105	-1.3963148415297	-1.2173986442916	0.868742712261678	9	60
"58"	-2.14615568941897	0.256845422433049	0.617568926439489	94	55	89	-1.53858706611289	-1.287185131952	1.01569094518381	9	102
"59"	-0.420667858556014	-0.102531473458202	0.585547861751444	191	262	212	-0.474271611297294	-0.355401025222689	0.856117073114117	12	59
"60"	-2.55480939627633	0.0260413547562406	0.709104285200895	59	54	63	-1.62653163205486	-1.56256142565678	1.06318693854099	7	17
"61"	-0.00828328068853648	-0.670883785025936	0.611627381959795	25	163	324	-0.393775411958765	-0.206644145027192	0.780222311078669	22	57
"62"	1.80439367012455	-1.0544054217482	0.36025857266017	67	330	434	0.061679609449847	0.878084758390401	0.141976414798869	116	119
"63"	0.392573447667203	-0.166157316573463	0.239672921450565	109	185	194	0.0894995960817335	0.259289320188155	0.0406964045102328	45	87
"64"	0.331197935749064	-0.40618004122139	0.485421483810717	72	157	338	-0.222137667837041	-0.0431842222417006	0.66280204734521	43	48
"65"	-2.44511614792437	-0.093761943406077	0.794376801942389	82	106	56	-1.63418777086859	-1.45611745966925	0.977051951144839	10	53
"66"	-1.1707573106709	-0.0511626941044659	0.503824452822191	102	252	115	-1.11577410160749	-0.723688574209727	0.778902591419191	24	51
"67"	-1.63646433094613	-0.584766692241685	0.684245695645377	7	229	174	-1.30306338171474	-1.01973331468507	0.655067291345397	23	56
"68"	-0.155284349228044	-0.717055095214955	0.543714847231245	34	260	137	-0.592031944311945	-0.30690474634832	0.130727044501793	29	38
"69"	-0.642124350438353	-0.339388718964956	0.507180782110301	36	231	185	-0.997375158184501	-0.45469083277184	0.544563157824451	17	296
"70"	-0.069084534598918	-0.722909200952023	0.478001970646015	38	466	139	-0.622917159991013	-0.0968343236324935	0.665377980281142	42	22
"71"	-1.98926790266989	0.659317040603818	0.804895606363025	0	247	81	-0.614946375349528	-1.41825419694268	1.06067451198808	4	20
"72"	3.13188678095522	-0.373840047144953	-0.320394167948557	24	28	778	3.06190705307004	1.90089744368019	-2.16174106175025	58	36
"73"	1.28099369860833	-0.284332969382017	0.115666681444807	134	254	392	0.575817278418433	0.703251896650745	0.181871622114298	71	49
"74"	0.0435578252081472	-0.208065889007804	0.323917286063357	199	180	234	-0.355148905055987	-0.0511563078457093	0.310033205080637	36	21
"75"	-1.31517715591493	-0.0110301171824601	0.246000022978521	53	25	196	-0.368070934245172	-0.760867614433729	0.309842685931563	19	302
"76"	-0.0471567857015271	-0.894363193815683	0.47186764764219	69	363	241	-0.722775679938957	-0.493732641075052	0.847697661285071	22	54
"77"	0.179272037880675	-0.284008696831084	-14.6553662397371	55	385	238	1.12712531639779	0.0363225835112204	0.181483626624132	109	60
"78"	0.581261936129866	0.163732636647653	-0.0117107227188904	166	93	221	0.330401384267251	-0.0500397069073033	-0.151933965429442	26	76
"79"	-0.554753978796534	-0.453305386247476	0.445852386941883	71	106	336	-0.603157353015257	-0.497666404997096	0.781415017972098	20	25
