"age1"	"age2"	"deaths"	"moves"	"buildings1"	"buildings2"	"buildings3"	"area_cars"	"motor.maj"	"households"	"benefits"
"1"	-0.953381612859197	0.328673357551663	26	-0.822568285845244	180	72	59	-0.71397664897892	-0.5359399793832	160	249
"2"	-2.95008951306147	0.0666753040909718	57	0.569922886455684	35	18	25	-2.89428799636398	-0.207724098747243	62	66
"3"	-0.631195714404085	0.550891789533765	33	-0.898607188326978	222	49	46	-0.0233644366965496	-0.500134457351237	201	138
"4"	-1.91647432335838	0.2576202403494	39	-1.00771014249529	84	33	40	-1.71726634158029	-0.348316214241778	132	172
"5"	3.1473688354712	0.588555001997691	112	-1.75019051946696	556	54	64	4.69988200712265	0.00490458640165214	514	158
"6"	-1.13014882621942	0.0771810230864371	26	0.130505707774211	220	21	20	-0.786285936825451	-0.193213222131708	203	58
"7"	1.11191054357629	-0.159473492129032	78	-0.336019143244317	446	22	74	1.65528407868014	-0.178336404962192	410	217
"8"	-0.00131916194028134	0.793697903390231	42	-0.762396561821615	329	19	41	0.531498479595537	-0.56688096801874	318	203
"9"	1.24074321106806	1.22405202451909	41	-1.64614431153555	328	83	119	1.68278378595875	-1.14396197596675	635	706
"10"	-2.62858603404672	0.72728366692866	9	0.030700627373703	76	7	65	-2.71679060506261	-0.491633554196446	190	185
"11"	0.167602934040343	0.738156811298624	36	-0.0169948372483156	89	191	95	0.449044867805195	-0.459656778280574	559	414
"12"	0.959308238276895	0.139202963566137	30	-0.637876245751506	262	312	69	1.04323445272986	-0.267033965004334	609	589
"13"	4.09682463917468	0.561697779003063	79	-0.248932525407765	1302	139	156	4.78663347471001	1.00108938045943	699	286
"14"	1.91981851988384	1.42945235024597	102	-1.90823953864978	483	37	49	2.09613339988923	-1.39503128699883	681	870
"15"	-0.656902764385394	1.07944151588445	38	-0.817397855462077	327	37	24	-0.246267536938828	-0.868358863845793	455	548
"16"	0.00894741741214458	0.937976695681165	56	-2.45293869078532	257	56	57	0.242570528776788	-0.994334670610724	528	565
"17"	1.16494095634932	1.53730150491938	66	-2.24105988397665	272	147	70	1.32005395500214	-1.65209835284185	945	1350
"18"	-1.1812332232152	1.03501681199337	29	-0.872977484674934	204	42	19	-1.14512995018109	-0.938321982469936	504	750
"19"	2.35586977491172	1.73378408972274	150	-2.13707793555329	409	97	73	2.17027669270491	-1.72862356852865	977	999
"20"	-0.709512679804777	1.45982234589069	35	-1.17342087800516	311	18	23	-0.6054074818058	-1.01671304023395	602	646
"21"	1.21772669629198	1.37962445469258	65	-2.12158147927362	355	58	132	1.06371996667945	-1.72105881840932	855	1053
"22"	-1.49760055308783	0.87701678684538	29	-4.35855284706132	259	29	52	-1.24552182763406	-0.70974212497855	480	631
"23"	3.96564881652113	0.296598008323928	84	-1.78595347049137	629	70	133	5.06344401560594	-0.547096099943635	624	391
"24"	2.02033917204572	0.596329623222761	101	-1.03319649226142	492	67	46	2.71583913312123	-0.835577263675901	549	709
"25"	6.3417752290168	0.687035653502908	133	-0.888073549036513	512	295	126	6.7562721311617	-0.139368408599304	779	349
"26"	0.819509434513981	-0.536196205966876	94	-0.0156453875793947	398	87	60	1.34341362565726	0.12227195456472	296	81
"27"	4.75411300217055	-1.66409806348935	102	-0.24144875273502	547	424	99	4.45273117090754	0.0977552827725293	723	294
"28"	1.61992347708684	-1.16809265244986	51	-0.0390111735800752	306	141	95	1.68816457578995	-0.0821401410558955	311	79
"29"	-0.508767287267673	-1.25094380041448	19	0.576121468967553	356	155	58	-0.446858527210479	0.306757238155631	178	5
"30"	3.93102999232376	0.138200993226147	58	-1.5350987372561	565	44	55	5.47777865563385	0.131497166045365	524	228
"31"	1.34673519362474	-0.392834279467776	55	-0.881761282378386	381	65	93	2.23755585745699	-0.238545247320795	328	112
"32"	3.65158707260701	-0.205940097871502	47	0.0667354513001257	171	710	189	3.42074647734607	0.832703263277368	569	69
"33"	0.971822073395668	-0.488358272591287	28	0.229925231126455	176	339	120	0.903718695283001	0.373820596485299	377	89
"34"	-0.488019661097358	0.519384765811344	35	0.325523773764454	208	168	80	-0.754060646546732	-0.337817283317144	411	249
"35"	0.181062643743855	0.235415404032845	75	-0.0625054785968433	250	165	81	0.0702088825206721	0.00823102000764189	422	218
"36"	6.98730147141056	0.846774691509631	118	-1.02086358674572	815	692	208	6.71765127816548	-0.246841227815037	1322	796
"37"	-1.9527299280709	0.143006513526676	17	0.580184652844145	204	99	15	-2.05594888693716	-0.073710452692975	222	183
"38"	-2.99520855583946	-0.0287330837782518	0	0.81438625865496	66	13	39	-3.2078131289947	-0.042404928537468	52	1
"39"	1.48142730298146	0.717209509232752	54	-0.197366655433286	585	299	93	1.79143859072979	0.387294771727231	696	407
"40"	-2.50118198236701	-0.167550303451382	11	0.715945462793202	90	90	41	-2.51722491496766	0.0904876088666905	113	26
"41"	1.76254975594834	0.468180392472402	118	-0.204721909089944	483	271	125	1.35471225487004	-0.0866957112851149	662	251
"42"	-2.79711296388682	0.103386195596914	6	0.833174784714697	34	62	34	-2.83546751454511	0.0937832318099795	65	0
"43"	-1.49604932158932	0.273179082150138	12	0.654167251068477	80	142	94	-1.58743092866332	0.339069927072008	159	46
"44"	-0.556298661521446	-0.544438199122458	30	0.580891507432628	283	208	58	-0.882710036687721	0.175519801701094	309	94
"45"	-2.10831929113842	0.0233540544856891	15	0.778044972058147	151	98	20	-2.20233845787019	0.0909219199941019	125	41
"46"	-2.38642327736149	-0.0904150821609275	14	0.830589569523113	142	60	51	-2.49929636855374	0.0654375557952708	103	6
"47"	-0.232114361187262	-0.0994805564322652	46	0.441067513606979	56	398	86	-0.355727371487641	0.119951205748094	330	126
